Flight ID,Flight Number,Departure Date,Departure Time,Price,Destination Base ID,Arrival Base ID,Arrival Date,Arrival Time
3649,FL3649,2034-04-09,20:47:00,2526.45,2,5,2034-04-09,23:17:00
3650,FL3650,2034-04-10,20:48:00,1866.96,9,2,2034-04-10,23:18:00
3651,FL3651,2034-04-11,20:49:00,1880.73,4,8,2034-04-11,23:19:00
3652,FL3652,2034-04-12,20:50:00,3496.33,10,9,2034-04-12,23:20:00
3653,FL3653,2034-04-13,20:51:00,1553.56,11,12,2034-04-13,23:21:00
3654,FL3654,2034-04-14,20:52:00,3131.95,3,10,2034-04-14,23:22:00
3655,FL3655,2034-04-15,20:53:00,3039.31,7,2,2034-04-15,23:23:00
3656,FL3656,2034-04-16,20:54:00,2876.96,3,9,2034-04-16,23:24:00
3657,FL3657,2034-04-17,20:55:00,3391.3,9,5,2034-04-17,23:25:00
3658,FL3658,2034-04-18,20:56:00,2037.04,5,5,2034-04-18,23:26:00
3659,FL3659,2034-04-19,20:57:00,2894.48,9,10,2034-04-19,23:27:00
3660,FL3660,2034-04-20,20:58:00,3401.99,4,3,2034-04-20,23:28:00
3661,FL3661,2034-04-21,20:59:00,2375.55,7,3,2034-04-21,23:29:00
3662,FL3662,2034-04-22,21:00:00,3499.66,8,8,2034-04-22,23:30:00
3663,FL3663,2034-04-23,21:01:00,2058.59,5,7,2034-04-23,23:31:00
3664,FL3664,2034-04-24,21:02:00,2352.2,4,2,2034-04-24,23:32:00
3665,FL3665,2034-04-25,21:03:00,3470.29,10,1,2034-04-25,23:33:00
3666,FL3666,2034-04-26,21:04:00,2817.1,8,12,2034-04-26,23:34:00
3667,FL3667,2034-04-27,21:05:00,3452.11,5,3,2034-04-27,23:35:00
3668,FL3668,2034-04-28,21:06:00,2254.45,5,3,2034-04-28,23:36:00
3669,FL3669,2034-04-29,21:07:00,3410.41,9,12,2034-04-29,23:37:00
3670,FL3670,2034-04-30,21:08:00,1837.01,3,1,2034-04-30,23:38:00
3671,FL3671,2034-05-01,21:09:00,2498.03,4,6,2034-05-01,23:39:00
3672,FL3672,2034-05-02,21:10:00,1679.52,10,5,2034-05-02,23:40:00
3673,FL3673,2034-05-03,21:11:00,2325.23,5,7,2034-05-03,23:41:00
3674,FL3674,2034-05-04,21:12:00,1848.11,9,7,2034-05-04,23:42:00
3675,FL3675,2034-05-05,21:13:00,2184.26,2,1,2034-05-05,23:43:00
3676,FL3676,2034-05-06,21:14:00,3459.88,5,9,2034-05-06,23:44:00
3677,FL3677,2034-05-07,21:15:00,2360.78,12,9,2034-05-07,23:45:00
3678,FL3678,2034-05-08,21:16:00,3307.57,6,4,2034-05-08,23:46:00
3679,FL3679,2034-05-09,21:17:00,2594.27,2,3,2034-05-09,23:47:00
3680,FL3680,2034-05-10,21:18:00,3027.21,8,6,2034-05-10,23:48:00
3681,FL3681,2034-05-11,21:19:00,1668.65,9,11,2034-05-11,23:49:00
3682,FL3682,2034-05-12,21:20:00,1753.07,8,3,2034-05-12,23:50:00
3683,FL3683,2034-05-13,21:21:00,2684.38,9,4,2034-05-13,23:51:00
3684,FL3684,2034-05-14,21:22:00,2190.79,3,2,2034-05-14,23:52:00
3685,FL3685,2034-05-15,21:23:00,1515.65,5,2,2034-05-15,23:53:00
3686,FL3686,2034-05-16,21:24:00,2608.83,12,5,2034-05-16,23:54:00
3687,FL3687,2034-05-17,21:25:00,3228.87,2,5,2034-05-17,23:55:00
3688,FL3688,2034-05-18,21:26:00,1827.03,12,1,2034-05-18,23:56:00
3689,FL3689,2034-05-19,21:27:00,2601.65,10,4,2034-05-19,23:57:00
3690,FL3690,2034-05-20,21:28:00,2979.77,7,8,2034-05-20,23:58:00
3691,FL3691,2034-05-21,21:29:00,2990.42,8,3,2034-05-21,23:59:00
3692,FL3692,2034-05-22,21:30:00,2243.41,5,8,2034-05-22,00:00:00
3693,FL3693,2034-05-23,21:31:00,1760.4,11,1,2034-05-23,00:01:00
3694,FL3694,2034-05-24,21:32:00,1767.03,7,7,2034-05-24,00:02:00
3695,FL3695,2034-05-25,21:33:00,3199.14,10,6,2034-05-25,00:03:00
3696,FL3696,2034-05-26,21:34:00,2001.13,8,8,2034-05-26,00:04:00
3697,FL3697,2034-05-27,21:35:00,3018.1,3,6,2034-05-27,00:05:00
3698,FL3698,2034-05-28,21:36:00,2998.9,1,7,2034-05-28,00:06:00
3699,FL3699,2034-05-29,21:37:00,1739.5,4,5,2034-05-29,00:07:00
3700,FL3700,2034-05-30,21:38:00,2213.34,2,2,2034-05-30,00:08:00
3701,FL3701,2034-05-31,21:39:00,3215.4,6,11,2034-05-31,00:09:00
3702,FL3702,2034-06-01,21:40:00,1641.79,5,12,2034-06-01,00:10:00
3703,FL3703,2034-06-02,21:41:00,3393.62,4,4,2034-06-02,00:11:00
3704,FL3704,2034-06-03,21:42:00,2547.13,12,7,2034-06-03,00:12:00
3705,FL3705,2034-06-04,21:43:00,1977.03,9,11,2034-06-04,00:13:00
3706,FL3706,2034-06-05,21:44:00,2162.1,4,3,2034-06-05,00:14:00
3707,FL3707,2034-06-06,21:45:00,2934.58,6,6,2034-06-06,00:15:00
3708,FL3708,2034-06-07,21:46:00,2389.71,12,6,2034-06-07,00:16:00
3709,FL3709,2034-06-08,21:47:00,2887.45,3,3,2034-06-08,00:17:00
3710,FL3710,2034-06-09,21:48:00,2377.4,10,3,2034-06-09,00:18:00
3711,FL3711,2034-06-10,21:49:00,1767.22,4,12,2034-06-10,00:19:00
3712,FL3712,2034-06-11,21:50:00,2319.02,9,5,2034-06-11,00:20:00
3713,FL3713,2034-06-12,21:51:00,2336.66,7,1,2034-06-12,00:21:00
3714,FL3714,2034-06-13,21:52:00,2777.02,12,9,2034-06-13,00:22:00
3715,FL3715,2034-06-14,21:53:00,3261.99,3,3,2034-06-14,00:23:00
3716,FL3716,2034-06-15,21:54:00,2011.91,12,12,2034-06-15,00:24:00
3717,FL3717,2034-06-16,21:55:00,3269.73,3,9,2034-06-16,00:25:00
3718,FL3718,2034-06-17,21:56:00,3051.66,11,1,2034-06-17,00:26:00
3719,FL3719,2034-06-18,21:57:00,1627.54,10,2,2034-06-18,00:27:00
3720,FL3720,2034-06-19,21:58:00,2983.14,8,11,2034-06-19,00:28:00
3721,FL3721,2034-06-20,21:59:00,1857.44,12,1,2034-06-20,00:29:00
3722,FL3722,2034-06-21,22:00:00,2027.9,12,6,2034-06-21,00:30:00
3723,FL3723,2034-06-22,22:01:00,2898.65,6,10,2034-06-22,00:31:00
3724,FL3724,2034-06-23,22:02:00,2031.94,4,11,2034-06-23,00:32:00
3725,FL3725,2034-06-24,22:03:00,2147.33,7,9,2034-06-24,00:33:00
3726,FL3726,2034-06-25,22:04:00,1924.32,1,10,2034-06-25,00:34:00
3727,FL3727,2034-06-26,22:05:00,1944.71,2,10,2034-06-26,00:35:00
3728,FL3728,2034-06-27,22:06:00,2983.62,6,1,2034-06-27,00:36:00
3729,FL3729,2034-06-28,22:07:00,1828.09,5,6,2034-06-28,00:37:00
3730,FL3730,2034-06-29,22:08:00,2534.52,10,11,2034-06-29,00:38:00
3731,FL3731,2034-06-30,22:09:00,2210.74,10,11,2034-06-30,00:39:00
3732,FL3732,2034-07-01,22:10:00,2738.68,8,11,2034-07-01,00:40:00
3733,FL3733,2034-07-02,22:11:00,1868.09,7,12,2034-07-02,00:41:00
3734,FL3734,2034-07-03,22:12:00,2794.71,8,2,2034-07-03,00:42:00
3735,FL3735,2034-07-04,22:13:00,3064.8,1,1,2034-07-04,00:43:00
3736,FL3736,2034-07-05,22:14:00,2014.29,6,8,2034-07-05,00:44:00
3737,FL3737,2034-07-06,22:15:00,2548.67,6,8,2034-07-06,00:45:00
3738,FL3738,2034-07-07,22:16:00,2863.18,8,8,2034-07-07,00:46:00
3739,FL3739,2034-07-08,22:17:00,2322.71,7,6,2034-07-08,00:47:00
3740,FL3740,2034-07-09,22:18:00,1986.65,1,11,2034-07-09,00:48:00
3741,FL3741,2034-07-10,22:19:00,2256.54,4,11,2034-07-10,00:49:00
3742,FL3742,2034-07-11,22:20:00,3398.8,8,4,2034-07-11,00:50:00
3743,FL3743,2034-07-12,22:21:00,1814.71,2,4,2034-07-12,00:51:00
3744,FL3744,2034-07-13,22:22:00,2389.81,2,1,2034-07-13,00:52:00
3745,FL3745,2034-07-14,22:23:00,2627.4,10,12,2034-07-14,00:53:00
3746,FL3746,2034-07-15,22:24:00,3180.49,1,5,2034-07-15,00:54:00
3747,FL3747,2034-07-16,22:25:00,1967.15,3,8,2034-07-16,00:55:00
3748,FL3748,2034-07-17,22:26:00,3227.15,6,7,2034-07-17,00:56:00
3749,FL3749,2034-07-18,22:27:00,2239.49,10,6,2034-07-18,00:57:00
3750,FL3750,2034-07-19,22:28:00,2475.37,9,4,2034-07-19,00:58:00
3751,FL3751,2034-07-20,22:29:00,1582.05,12,2,2034-07-20,00:59:00
3752,FL3752,2034-07-21,22:30:00,2416.21,5,4,2034-07-21,01:00:00
3753,FL3753,2034-07-22,22:31:00,1719.08,12,1,2034-07-22,01:01:00
3754,FL3754,2034-07-23,22:32:00,2450.97,8,3,2034-07-23,01:02:00
3755,FL3755,2034-07-24,22:33:00,2011.16,6,7,2034-07-24,01:03:00
3756,FL3756,2034-07-25,22:34:00,3043.21,10,10,2034-07-25,01:04:00
3757,FL3757,2034-07-26,22:35:00,1641.25,1,5,2034-07-26,01:05:00
3758,FL3758,2034-07-27,22:36:00,3208.23,1,3,2034-07-27,01:06:00
3759,FL3759,2034-07-28,22:37:00,1850.85,5,5,2034-07-28,01:07:00
3760,FL3760,2034-07-29,22:38:00,3496.74,9,5,2034-07-29,01:08:00
3761,FL3761,2034-07-30,22:39:00,3066.64,5,9,2034-07-30,01:09:00
3762,FL3762,2034-07-31,22:40:00,1638.83,6,7,2034-07-31,01:10:00
3763,FL3763,2034-08-01,22:41:00,1681.03,3,3,2034-08-01,01:11:00
3764,FL3764,2034-08-02,22:42:00,3037.27,9,10,2034-08-02,01:12:00
3765,FL3765,2034-08-03,22:43:00,2837.55,11,4,2034-08-03,01:13:00
3766,FL3766,2034-08-04,22:44:00,2482.24,1,5,2034-08-04,01:14:00
3767,FL3767,2034-08-05,22:45:00,2630.6,9,5,2034-08-05,01:15:00
3768,FL3768,2034-08-06,22:46:00,1504.37,6,4,2034-08-06,01:16:00
3769,FL3769,2034-08-07,22:47:00,2524.41,4,12,2034-08-07,01:17:00
3770,FL3770,2034-08-08,22:48:00,2457.4,9,4,2034-08-08,01:18:00
3771,FL3771,2034-08-09,22:49:00,2522.59,8,1,2034-08-09,01:19:00
3772,FL3772,2034-08-10,22:50:00,2237.9,9,2,2034-08-10,01:20:00
3773,FL3773,2034-08-11,22:51:00,2957.33,10,11,2034-08-11,01:21:00
3774,FL3774,2034-08-12,22:52:00,3135.02,11,10,2034-08-12,01:22:00
3775,FL3775,2034-08-13,22:53:00,3109.79,1,3,2034-08-13,01:23:00
3776,FL3776,2034-08-14,22:54:00,2512.67,6,8,2034-08-14,01:24:00
3777,FL3777,2034-08-15,22:55:00,1752.38,2,9,2034-08-15,01:25:00
3778,FL3778,2034-08-16,22:56:00,3439.28,11,4,2034-08-16,01:26:00
3779,FL3779,2034-08-17,22:57:00,2173.31,10,3,2034-08-17,01:27:00
3780,FL3780,2034-08-18,22:58:00,3003.76,10,6,2034-08-18,01:28:00
3781,FL3781,2034-08-19,22:59:00,3346.74,2,3,2034-08-19,01:29:00
3782,FL3782,2034-08-20,23:00:00,3208.56,1,7,2034-08-20,01:30:00
3783,FL3783,2034-08-21,23:01:00,2673.96,6,8,2034-08-21,01:31:00
3784,FL3784,2034-08-22,23:02:00,1767.55,10,9,2034-08-22,01:32:00
3785,FL3785,2034-08-23,23:03:00,2357.99,4,1,2034-08-23,01:33:00
3786,FL3786,2034-08-24,23:04:00,2113.83,9,3,2034-08-24,01:34:00
3787,FL3787,2034-08-25,23:05:00,3133.83,6,5,2034-08-25,01:35:00
3788,FL3788,2034-08-26,23:06:00,3308.01,9,6,2034-08-26,01:36:00
3789,FL3789,2034-08-27,23:07:00,1511.22,9,1,2034-08-27,01:37:00
3790,FL3790,2034-08-28,23:08:00,2651.81,8,3,2034-08-28,01:38:00
3791,FL3791,2034-08-29,23:09:00,3117.07,11,11,2034-08-29,01:39:00
3792,FL3792,2034-08-30,23:10:00,2000.42,1,4,2034-08-30,01:40:00
3793,FL3793,2034-08-31,23:11:00,2611.22,4,7,2034-08-31,01:41:00
3794,FL3794,2034-09-01,23:12:00,2886.76,8,5,2034-09-01,01:42:00
3795,FL3795,2034-09-02,23:13:00,2586.57,3,8,2034-09-02,01:43:00
3796,FL3796,2034-09-03,23:14:00,3416.83,10,2,2034-09-03,01:44:00
3797,FL3797,2034-09-04,23:15:00,1872.01,11,6,2034-09-04,01:45:00
3798,FL3798,2034-09-05,23:16:00,1516.77,12,7,2034-09-05,01:46:00
3799,FL3799,2034-09-06,23:17:00,2175.45,5,5,2034-09-06,01:47:00
3800,FL3800,2034-09-07,23:18:00,2233.08,12,11,2034-09-07,01:48:00
3801,FL3801,2034-09-08,23:19:00,3387.91,3,5,2034-09-08,01:49:00
3802,FL3802,2034-09-09,23:20:00,2385.87,9,4,2034-09-09,01:50:00
3803,FL3803,2034-09-10,23:21:00,1995.84,1,11,2034-09-10,01:51:00
3804,FL3804,2034-09-11,23:22:00,1697.22,9,3,2034-09-11,01:52:00
3805,FL3805,2034-09-12,23:23:00,2646.75,6,12,2034-09-12,01:53:00
3806,FL3806,2034-09-13,23:24:00,2179.67,11,2,2034-09-13,01:54:00
3807,FL3807,2034-09-14,23:25:00,2579.12,2,10,2034-09-14,01:55:00
3808,FL3808,2034-09-15,23:26:00,1700.93,6,7,2034-09-15,01:56:00
3809,FL3809,2034-09-16,23:27:00,2492.64,9,1,2034-09-16,01:57:00
3810,FL3810,2034-09-17,23:28:00,2714.92,8,6,2034-09-17,01:58:00
3811,FL3811,2034-09-18,23:29:00,3075.69,12,9,2034-09-18,01:59:00
3812,FL3812,2034-09-19,23:30:00,1813.0,1,3,2034-09-19,02:00:00
3813,FL3813,2034-09-20,23:31:00,1857.8,1,6,2034-09-20,02:01:00
3814,FL3814,2034-09-21,23:32:00,3134.12,3,5,2034-09-21,02:02:00
3815,FL3815,2034-09-22,23:33:00,2652.81,2,5,2034-09-22,02:03:00
3816,FL3816,2034-09-23,23:34:00,3024.25,7,11,2034-09-23,02:04:00
3817,FL3817,2034-09-24,23:35:00,2394.15,5,10,2034-09-24,02:05:00
3818,FL3818,2034-09-25,23:36:00,2583.52,5,2,2034-09-25,02:06:00
3819,FL3819,2034-09-26,23:37:00,2477.37,5,5,2034-09-26,02:07:00
3820,FL3820,2034-09-27,23:38:00,1690.34,12,3,2034-09-27,02:08:00
3821,FL3821,2034-09-28,23:39:00,3056.15,11,7,2034-09-28,02:09:00
3822,FL3822,2034-09-29,23:40:00,1584.16,11,12,2034-09-29,02:10:00
3823,FL3823,2034-09-30,23:41:00,2166.73,8,8,2034-09-30,02:11:00
3824,FL3824,2034-10-01,23:42:00,2244.43,9,6,2034-10-01,02:12:00
3825,FL3825,2034-10-02,23:43:00,1511.63,5,4,2034-10-02,02:13:00
3826,FL3826,2034-10-03,23:44:00,3277.89,2,11,2034-10-03,02:14:00
3827,FL3827,2034-10-04,23:45:00,2008.0,8,4,2034-10-04,02:15:00
3828,FL3828,2034-10-05,23:46:00,2407.16,4,4,2034-10-05,02:16:00
3829,FL3829,2034-10-06,23:47:00,2002.16,1,6,2034-10-06,02:17:00
3830,FL3830,2034-10-07,23:48:00,1620.52,10,11,2034-10-07,02:18:00
3831,FL3831,2034-10-08,23:49:00,1518.26,11,4,2034-10-08,02:19:00
3832,FL3832,2034-10-09,23:50:00,3174.49,7,11,2034-10-09,02:20:00
3833,FL3833,2034-10-10,23:51:00,1745.89,12,11,2034-10-10,02:21:00
3834,FL3834,2034-10-11,23:52:00,3182.25,6,11,2034-10-11,02:22:00
3835,FL3835,2034-10-12,23:53:00,2954.23,6,9,2034-10-12,02:23:00
3836,FL3836,2034-10-13,23:54:00,2254.4,11,9,2034-10-13,02:24:00
3837,FL3837,2034-10-14,23:55:00,1980.08,11,8,2034-10-14,02:25:00
3838,FL3838,2034-10-15,23:56:00,3023.56,8,12,2034-10-15,02:26:00
3839,FL3839,2034-10-16,23:57:00,2899.03,1,2,2034-10-16,02:27:00
3840,FL3840,2034-10-17,23:58:00,1624.01,1,11,2034-10-17,02:28:00
3841,FL3841,2034-10-18,23:59:00,3009.0,6,12,2034-10-18,02:29:00
3842,FL3842,2034-10-19,00:00:00,2978.54,7,3,2034-10-19,02:30:00
3843,FL3843,2034-10-20,00:01:00,2258.51,10,3,2034-10-20,02:31:00
3844,FL3844,2034-10-21,00:02:00,3032.27,1,7,2034-10-21,02:32:00
3845,FL3845,2034-10-22,00:03:00,2800.69,9,12,2034-10-22,02:33:00
3846,FL3846,2034-10-23,00:04:00,3051.84,11,12,2034-10-23,02:34:00
3847,FL3847,2034-10-24,00:05:00,3046.58,12,11,2034-10-24,02:35:00
3848,FL3848,2034-10-25,00:06:00,2121.22,10,4,2034-10-25,02:36:00
3849,FL3849,2034-10-26,00:07:00,2714.91,3,10,2034-10-26,02:37:00
3850,FL3850,2034-10-27,00:08:00,3230.11,7,1,2034-10-27,02:38:00
3851,FL3851,2034-10-28,00:09:00,2570.34,12,11,2034-10-28,02:39:00
3852,FL3852,2034-10-29,00:10:00,1706.13,4,8,2034-10-29,02:40:00
3853,FL3853,2034-10-30,00:11:00,3146.81,1,3,2034-10-30,02:41:00
3854,FL3854,2034-10-31,00:12:00,1971.06,7,5,2034-10-31,02:42:00
3855,FL3855,2034-11-01,00:13:00,1692.69,7,8,2034-11-01,02:43:00
3856,FL3856,2034-11-02,00:14:00,2749.43,9,9,2034-11-02,02:44:00
3857,FL3857,2034-11-03,00:15:00,2529.85,8,4,2034-11-03,02:45:00
3858,FL3858,2034-11-04,00:16:00,2882.67,8,9,2034-11-04,02:46:00
3859,FL3859,2034-11-05,00:17:00,1508.36,5,11,2034-11-05,02:47:00
3860,FL3860,2034-11-06,00:18:00,3219.22,8,11,2034-11-06,02:48:00
3861,FL3861,2034-11-07,00:19:00,2852.35,6,2,2034-11-07,02:49:00
3862,FL3862,2034-11-08,00:20:00,2559.24,12,10,2034-11-08,02:50:00
3863,FL3863,2034-11-09,00:21:00,2467.91,6,3,2034-11-09,02:51:00
3864,FL3864,2034-11-10,00:22:00,2183.66,8,11,2034-11-10,02:52:00
3865,FL3865,2034-11-11,00:23:00,2366.78,11,8,2034-11-11,02:53:00
3866,FL3866,2034-11-12,00:24:00,3294.99,10,5,2034-11-12,02:54:00
3867,FL3867,2034-11-13,00:25:00,2705.61,6,12,2034-11-13,02:55:00
3868,FL3868,2034-11-14,00:26:00,2068.14,8,5,2034-11-14,02:56:00
3869,FL3869,2034-11-15,00:27:00,2665.62,4,2,2034-11-15,02:57:00
3870,FL3870,2034-11-16,00:28:00,2157.09,12,5,2034-11-16,02:58:00
3871,FL3871,2034-11-17,00:29:00,1751.62,7,3,2034-11-17,02:59:00
3872,FL3872,2034-11-18,00:30:00,2129.0,2,1,2034-11-18,03:00:00
3873,FL3873,2034-11-19,00:31:00,2292.02,4,6,2034-11-19,03:01:00
3874,FL3874,2034-11-20,00:32:00,1818.65,12,9,2034-11-20,03:02:00
3875,FL3875,2034-11-21,00:33:00,3099.4,9,8,2034-11-21,03:03:00
3876,FL3876,2034-11-22,00:34:00,3428.79,6,2,2034-11-22,03:04:00
3877,FL3877,2034-11-23,00:35:00,2598.07,1,2,2034-11-23,03:05:00
3878,FL3878,2034-11-24,00:36:00,2429.27,5,9,2034-11-24,03:06:00
3879,FL3879,2034-11-25,00:37:00,3492.03,5,3,2034-11-25,03:07:00
3880,FL3880,2034-11-26,00:38:00,2720.25,6,4,2034-11-26,03:08:00
3881,FL3881,2034-11-27,00:39:00,3286.95,9,4,2034-11-27,03:09:00
3882,FL3882,2034-11-28,00:40:00,3104.72,2,4,2034-11-28,03:10:00
3883,FL3883,2034-11-29,00:41:00,1883.6,3,7,2034-11-29,03:11:00
3884,FL3884,2034-11-30,00:42:00,1819.14,7,5,2034-11-30,03:12:00
3885,FL3885,2034-12-01,00:43:00,2150.08,11,11,2034-12-01,03:13:00
3886,FL3886,2034-12-02,00:44:00,2085.28,9,7,2034-12-02,03:14:00
3887,FL3887,2034-12-03,00:45:00,1574.21,9,12,2034-12-03,03:15:00
3888,FL3888,2034-12-04,00:46:00,2073.23,5,7,2034-12-04,03:16:00
3889,FL3889,2034-12-05,00:47:00,1614.19,8,8,2034-12-05,03:17:00
3890,FL3890,2034-12-06,00:48:00,1583.35,6,7,2034-12-06,03:18:00
3891,FL3891,2034-12-07,00:49:00,2195.65,12,3,2034-12-07,03:19:00
3892,FL3892,2034-12-08,00:50:00,2626.83,3,5,2034-12-08,03:20:00
3893,FL3893,2034-12-09,00:51:00,2705.93,10,8,2034-12-09,03:21:00
3894,FL3894,2034-12-10,00:52:00,2376.88,2,2,2034-12-10,03:22:00
3895,FL3895,2034-12-11,00:53:00,3005.5,6,10,2034-12-11,03:23:00
3896,FL3896,2034-12-12,00:54:00,2500.8,7,8,2034-12-12,03:24:00
3897,FL3897,2034-12-13,00:55:00,2046.24,4,5,2034-12-13,03:25:00
3898,FL3898,2034-12-14,00:56:00,3141.38,5,4,2034-12-14,03:26:00
3899,FL3899,2034-12-15,00:57:00,3183.09,10,1,2034-12-15,03:27:00
3900,FL3900,2034-12-16,00:58:00,2523.37,9,9,2034-12-16,03:28:00
3901,FL3901,2034-12-17,00:59:00,2064.44,8,5,2034-12-17,03:29:00
3902,FL3902,2034-12-18,01:00:00,3360.59,1,8,2034-12-18,03:30:00
3903,FL3903,2034-12-19,01:01:00,2020.04,5,1,2034-12-19,03:31:00
3904,FL3904,2034-12-20,01:02:00,1791.95,11,2,2034-12-20,03:32:00
3905,FL3905,2034-12-21,01:03:00,2019.91,1,4,2034-12-21,03:33:00
3906,FL3906,2034-12-22,01:04:00,2079.99,1,2,2034-12-22,03:34:00
3907,FL3907,2034-12-23,01:05:00,2163.79,11,7,2034-12-23,03:35:00
3908,FL3908,2034-12-24,01:06:00,2798.41,3,4,2034-12-24,03:36:00
3909,FL3909,2034-12-25,01:07:00,2514.26,8,10,2034-12-25,03:37:00
3910,FL3910,2034-12-26,01:08:00,2689.21,1,7,2034-12-26,03:38:00
3911,FL3911,2034-12-27,01:09:00,1838.68,5,5,2034-12-27,03:39:00
3912,FL3912,2034-12-28,01:10:00,2377.89,7,1,2034-12-28,03:40:00
3913,FL3913,2034-12-29,01:11:00,2944.3,4,12,2034-12-29,03:41:00
3914,FL3914,2034-12-30,01:12:00,2473.38,8,2,2034-12-30,03:42:00
3915,FL3915,2034-12-31,01:13:00,2158.17,11,5,2034-12-31,03:43:00
3916,FL3916,2035-01-01,01:14:00,2299.62,4,7,2035-01-01,03:44:00
3917,FL3917,2035-01-02,01:15:00,2048.08,7,1,2035-01-02,03:45:00
3918,FL3918,2035-01-03,01:16:00,3462.82,5,4,2035-01-03,03:46:00
3919,FL3919,2035-01-04,01:17:00,2704.22,9,11,2035-01-04,03:47:00
3920,FL3920,2035-01-05,01:18:00,2982.61,3,12,2035-01-05,03:48:00
3921,FL3921,2035-01-06,01:19:00,2848.56,2,2,2035-01-06,03:49:00
3922,FL3922,2035-01-07,01:20:00,2616.59,10,1,2035-01-07,03:50:00
3923,FL3923,2035-01-08,01:21:00,2993.31,4,5,2035-01-08,03:51:00
3924,FL3924,2035-01-09,01:22:00,2341.29,7,5,2035-01-09,03:52:00
3925,FL3925,2035-01-10,01:23:00,3451.82,6,10,2035-01-10,03:53:00
3926,FL3926,2035-01-11,01:24:00,2099.71,11,12,2035-01-11,03:54:00
3927,FL3927,2035-01-12,01:25:00,2817.96,1,8,2035-01-12,03:55:00
3928,FL3928,2035-01-13,01:26:00,3223.77,7,11,2035-01-13,03:56:00
3929,FL3929,2035-01-14,01:27:00,2329.36,6,3,2035-01-14,03:57:00
3930,FL3930,2035-01-15,01:28:00,2105.99,3,6,2035-01-15,03:58:00
3931,FL3931,2035-01-16,01:29:00,2680.78,2,12,2035-01-16,03:59:00
3932,FL3932,2035-01-17,01:30:00,2320.31,11,12,2035-01-17,04:00:00
3933,FL3933,2035-01-18,01:31:00,2798.72,3,1,2035-01-18,04:01:00
3934,FL3934,2035-01-19,01:32:00,2546.02,6,10,2035-01-19,04:02:00
3935,FL3935,2035-01-20,01:33:00,2191.77,2,7,2035-01-20,04:03:00
3936,FL3936,2035-01-21,01:34:00,1806.17,1,9,2035-01-21,04:04:00
3937,FL3937,2035-01-22,01:35:00,1579.38,11,8,2035-01-22,04:05:00
3938,FL3938,2035-01-23,01:36:00,1980.73,9,3,2035-01-23,04:06:00
3939,FL3939,2035-01-24,01:37:00,2399.36,8,12,2035-01-24,04:07:00
3940,FL3940,2035-01-25,01:38:00,1746.39,7,10,2035-01-25,04:08:00
3941,FL3941,2035-01-26,01:39:00,3339.05,1,8,2035-01-26,04:09:00
3942,FL3942,2035-01-27,01:40:00,2640.32,3,3,2035-01-27,04:10:00
3943,FL3943,2035-01-28,01:41:00,1511.76,5,2,2035-01-28,04:11:00
3944,FL3944,2035-01-29,01:42:00,3337.42,8,9,2035-01-29,04:12:00
3945,FL3945,2035-01-30,01:43:00,2204.82,1,1,2035-01-30,04:13:00
3946,FL3946,2035-01-31,01:44:00,2460.03,10,1,2035-01-31,04:14:00
3947,FL3947,2035-02-01,01:45:00,2460.16,10,3,2035-02-01,04:15:00
3948,FL3948,2035-02-02,01:46:00,3111.16,4,5,2035-02-02,04:16:00
3949,FL3949,2035-02-03,01:47:00,1693.88,1,3,2035-02-03,04:17:00
3950,FL3950,2035-02-04,01:48:00,2690.88,12,11,2035-02-04,04:18:00
3951,FL3951,2035-02-05,01:49:00,3264.78,8,12,2035-02-05,04:19:00
3952,FL3952,2035-02-06,01:50:00,1927.07,12,3,2035-02-06,04:20:00
3953,FL3953,2035-02-07,01:51:00,2202.01,3,4,2035-02-07,04:21:00
3954,FL3954,2035-02-08,01:52:00,2103.06,7,2,2035-02-08,04:22:00
3955,FL3955,2035-02-09,01:53:00,2373.74,11,3,2035-02-09,04:23:00
3956,FL3956,2035-02-10,01:54:00,1854.85,1,4,2035-02-10,04:24:00
3957,FL3957,2035-02-11,01:55:00,2961.32,3,7,2035-02-11,04:25:00
3958,FL3958,2035-02-12,01:56:00,2238.22,12,8,2035-02-12,04:26:00
3959,FL3959,2035-02-13,01:57:00,3255.38,4,3,2035-02-13,04:27:00
3960,FL3960,2035-02-14,01:58:00,2532.57,11,9,2035-02-14,04:28:00
3961,FL3961,2035-02-15,01:59:00,3081.53,12,8,2035-02-15,04:29:00
3962,FL3962,2035-02-16,02:00:00,3297.07,3,3,2035-02-16,04:30:00
3963,FL3963,2035-02-17,02:01:00,1658.69,12,5,2035-02-17,04:31:00
3964,FL3964,2035-02-18,02:02:00,2488.89,4,2,2035-02-18,04:32:00
3965,FL3965,2035-02-19,02:03:00,2418.33,10,6,2035-02-19,04:33:00
3966,FL3966,2035-02-20,02:04:00,1912.24,8,12,2035-02-20,04:34:00
3967,FL3967,2035-02-21,02:05:00,2954.46,5,12,2035-02-21,04:35:00
3968,FL3968,2035-02-22,02:06:00,2415.44,9,8,2035-02-22,04:36:00
3969,FL3969,2035-02-23,02:07:00,2801.36,5,11,2035-02-23,04:37:00
3970,FL3970,2035-02-24,02:08:00,2319.32,8,11,2035-02-24,04:38:00
3971,FL3971,2035-02-25,02:09:00,2967.08,7,5,2035-02-25,04:39:00
3972,FL3972,2035-02-26,02:10:00,3274.1,7,1,2035-02-26,04:40:00
